tick,timestamp,weather_pattern,tariff,actual_inflow,expected_inflow,actual_cost,forecast_optimizer_cost,cost_delta_optimizer_minus_actual,actual_ending_volume,forecast_optimizer_ending_volume,actual_pumped,forecast_optimizer_pumped,actual_warnings,forecast_optimizer_warnings
1182,2026-06-25T14:30:00+00:00,dry,283.90,0.85,0.9157,0.00,0.00,0.00,46.14,234.14,0.00,0.00,,
1183,2026-06-25T15:00:00+00:00,dry,283.90,0.97,1.0571,0.00,1135.60,1135.60,47.11,231.11,0.00,4.00,,
1184,2026-06-25T15:30:00+00:00,dry,283.90,0.68,0.7114,0.00,1135.60,1135.60,47.79,227.79,0.00,4.00,,
1185,2026-06-25T16:00:00+00:00,dry,302.47,1.96,1.9815,1209.88,0.00,-1209.88,45.75,229.75,4.00,0.00,,
1186,2026-06-25T16:30:00+00:00,dry,302.47,1.71,1.8110,0.00,0.00,0.00,47.46,231.46,0.00,0.00,,
1187,2026-06-25T17:00:00+00:00,dry,302.47,1.83,1.9132,1209.88,0.00,-1209.88,45.29,233.29,4.00,0.00,,
1188,2026-06-25T17:30:00+00:00,dry,302.47,1.88,1.9951,0.00,1209.88,1209.88,47.17,231.17,0.00,4.00,,
1189,2026-06-25T18:00:00+00:00,dry,302.47,1.68,1.8061,0.00,0.00,0.00,48.85,232.85,0.00,0.00,,
1190,2026-06-25T18:30:00+00:00,dry,302.47,1.81,1.9856,0.00,1209.88,1209.88,50.66,230.66,0.00,4.00,,
1191,2026-06-25T19:00:00+00:00,dry,302.47,1.87,1.8865,1209.88,0.00,-1209.88,48.53,232.53,4.00,0.00,,
1192,2026-06-25T19:30:00+00:00,dry,302.47,1.69,1.8147,0.00,1209.88,1209.88,50.22,230.22,0.00,4.00,,
1193,2026-06-25T20:00:00+00:00,dry,277.06,1.73,1.7883,1108.24,0.00,-1108.24,47.95,231.95,4.00,0.00,,
1194,2026-06-25T20:30:00+00:00,dry,277.06,1.78,1.7830,0.00,0.00,0.00,49.73,233.73,0.00,0.00,,
1195,2026-06-25T21:00:00+00:00,dry,277.06,1.96,1.9889,0.00,1108.24,1108.24,51.69,231.69,0.00,4.00,,
1196,2026-06-25T21:30:00+00:00,dry,277.06,0.53,0.5349,1108.24,1108.24,0.00,48.22,228.22,4.00,4.00,,
1197,2026-06-25T22:00:00+00:00,dry,277.06,0.42,0.4485,0.00,0.00,0.00,48.64,228.64,0.00,0.00,,
1198,2026-06-25T22:30:00+00:00,dry,277.06,0.58,0.6163,0.00,0.00,0.00,49.22,229.22,0.00,0.00,,
1199,2026-06-25T23:00:00+00:00,dry,277.06,0.34,0.3467,0.00,0.00,0.00,49.56,229.56,0.00,0.00,,
1200,2026-06-25T23:30:00+00:00,dry,277.06,0.52,0.5497,1108.24,0.00,-1108.24,46.08,230.08,4.00,0.00,,
1201,2026-06-26T00:00:00+00:00,extreme_wet,228.42,4.94,4.9774,913.68,913.68,0.00,47.02,231.02,4.00,4.00,,
1202,2026-06-26T00:30:00+00:00,extreme_wet,228.42,5.15,5.6509,0.00,913.68,913.68,52.17,232.17,0.00,4.00,,
1203,2026-06-26T01:00:00+00:00,extreme_wet,228.42,5.14,5.6046,2741.04,913.68,-1827.36,45.31,233.31,12.00,4.00,,
1204,2026-06-26T01:30:00+00:00,extreme_wet,228.42,4.71,5.0255,913.68,1827.36,913.68,46.02,230.02,4.00,8.00,,
1205,2026-06-26T02:00:00+00:00,extreme_wet,228.42,5.26,5.5636,913.68,1827.36,913.68,47.28,227.28,4.00,8.00,,
1206,2026-06-26T02:30:00+00:00,extreme_wet,228.42,5.03,5.3869,0.00,0.00,0.00,52.31,232.31,0.00,0.00,,
1207,2026-06-26T03:00:00+00:00,extreme_wet,228.42,4.65,5.0773,913.68,1827.36,913.68,52.96,228.96,4.00,8.00,,
1208,2026-06-26T03:30:00+00:00,extreme_wet,228.42,4.98,5.3887,2741.04,1827.36,-913.68,45.94,225.94,12.00,8.00,,
1209,2026-06-26T04:00:00+00:00,extreme_wet,257.37,5.06,5.3215,0.00,0.00,0.00,51.00,231.00,0.00,0.00,,
1210,2026-06-26T04:30:00+00:00,extreme_wet,257.37,5.03,5.4319,2058.96,2058.96,0.00,48.03,228.03,8.00,8.00,,
1211,2026-06-26T05:00:00+00:00,extreme_wet,257.37,4.98,5.0288,2058.96,1029.48,-1029.48,45.01,229.01,8.00,4.00,,
1212,2026-06-26T05:30:00+00:00,extreme_wet,257.37,9.41,9.6523,1029.48,2058.96,1029.48,50.42,230.42,4.00,8.00,,
1213,2026-06-26T06:00:00+00:00,extreme_wet,257.37,9.35,9.8009,3088.44,3088.44,0.00,47.77,227.77,12.00,12.00,,
1214,2026-06-26T06:30:00+00:00,extreme_wet,257.37,9.24,9.2610,0.00,2058.96,2058.96,57.01,229.01,0.00,8.00,,
1215,2026-06-26T07:00:00+00:00,extreme_wet,257.37,8.80,9.5873,5147.40,2058.96,-3088.44,45.81,229.81,20.00,8.00,,
1216,2026-06-26T07:30:00+00:00,extreme_wet,257.37,8.80,9.5874,0.00,3088.44,3088.44,54.61,226.61,0.00,12.00,,
1217,2026-06-26T08:00:00+00:00,extreme_wet,282.66,9.30,9.3897,0.00,2261.28,2261.28,63.91,227.91,0.00,8.00,,
1218,2026-06-26T08:30:00+00:00,extreme_wet,282.66,9.41,10.2188,5653.20,3391.92,-2261.28,53.32,225.32,20.00,12.00,,
1219,2026-06-26T09:00:00+00:00,extreme_wet,282.66,9.40,9.9770,4522.56,2261.28,-2261.28,46.72,226.72,16.00,8.00,,
1220,2026-06-26T09:30:00+00:00,extreme_wet,282.66,8.94,9.7571,2261.28,3391.92,1130.64,47.66,223.66,8.00,12.00,,
1221,2026-06-26T10:00:00+00:00,extreme_wet,282.66,8.80,9.5319,0.00,2261.28,2261.28,56.46,224.46,0.00,8.00,,
1222,2026-06-26T10:30:00+00:00,extreme_wet,282.66,6.81,7.1941,2261.28,2261.28,0.00,55.27,223.27,8.00,8.00,,
1223,2026-06-26T11:00:00+00:00,extreme_wet,282.66,6.51,6.9269,3391.92,2261.28,-1130.64,49.78,221.78,12.00,8.00,,
1224,2026-06-26T11:30:00+00:00,extreme_wet,282.66,10.74,11.2104,2261.28,2261.28,0.00,52.52,224.52,8.00,8.00,,
1225,2026-06-26T12:00:00+00:00,extreme_wet,283.90,10.56,10.6404,4542.40,1135.60,-3406.80,47.08,231.08,16.00,4.00,,
1226,2026-06-26T12:30:00+00:00,extreme_wet,283.90,9.90,10.3755,1135.60,2271.20,1135.60,52.98,232.98,4.00,8.00,,
1227,2026-06-26T13:00:00+00:00,extreme_wet,283.90,10.54,11.4425,2271.20,4542.40,2271.20,55.52,227.52,8.00,16.00,,
1228,2026-06-26T13:30:00+00:00,extreme_wet,283.90,10.12,10.7776,4542.40,2271.20,-2271.20,49.64,229.64,16.00,8.00,,
1229,2026-06-26T14:00:00+00:00,extreme_wet,283.90,10.64,10.7213,0.00,2271.20,2271.20,60.28,232.28,0.00,8.00,,
1230,2026-06-26T14:30:00+00:00,extreme_wet,283.90,10.37,10.8862,2271.20,3406.80,1135.60,62.65,230.65,8.00,12.00,,
1231,2026-06-26T15:00:00+00:00,extreme_wet,283.90,10.49,10.8582,4542.40,3406.80,-1135.60,57.14,229.14,16.00,12.00,,
1232,2026-06-26T15:30:00+00:00,extreme_wet,283.90,10.35,10.3993,3406.80,2271.20,-1135.60,55.49,231.49,12.00,8.00,,
1233,2026-06-26T16:00:00+00:00,extreme_wet,302.47,14.42,14.4768,6049.40,4839.52,-1209.88,49.91,229.91,20.00,16.00,,
1234,2026-06-26T16:30:00+00:00,extreme_wet,302.47,13.63,14.4013,4839.52,4839.52,0.00,47.54,227.54,16.00,16.00,,
1235,2026-06-26T17:00:00+00:00,extreme_wet,302.47,13.80,14.5327,0.00,3629.64,3629.64,61.34,229.34,0.00,12.00,,
1236,2026-06-26T17:30:00+00:00,extreme_wet,302.47,13.76,14.1200,7259.28,4839.52,-2419.76,51.10,227.10,24.00,16.00,,
1237,2026-06-26T18:00:00+00:00,extreme_wet,302.47,14.17,15.4665,6049.40,4839.52,-1209.88,45.27,225.27,20.00,16.00,,
1238,2026-06-26T18:30:00+00:00,extreme_wet,302.47,13.87,14.0514,0.00,3629.64,3629.64,59.14,227.14,0.00,12.00,,
1239,2026-06-26T19:00:00+00:00,extreme_wet,302.47,14.07,15.1233,3629.64,4839.52,1209.88,61.21,225.21,12.00,16.00,,
1240,2026-06-26T19:30:00+00:00,extreme_wet,302.47,13.85,14.3504,6049.40,4839.52,-1209.88,55.06,223.06,20.00,16.00,,
1241,2026-06-26T20:00:00+00:00,extreme_wet,277.06,9.86,10.7582,3324.72,2216.48,-1108.24,52.92,224.92,12.00,8.00,,
1242,2026-06-26T20:30:00+00:00,extreme_wet,277.06,9.47,9.5636,0.00,3324.72,3324.72,62.39,222.39,0.00,12.00,,
1243,2026-06-26T21:00:00+00:00,extreme_wet,277.06,9.51,9.5406,4432.96,2216.48,-2216.48,55.90,223.90,16.00,8.00,,
1244,2026-06-26T21:30:00+00:00,extreme_wet,277.06,5.55,6.0643,4432.96,2216.48,-2216.48,45.45,221.45,16.00,8.00,,
1245,2026-06-26T22:00:00+00:00,extreme_wet,277.06,5.19,5.3038,1108.24,2216.48,1108.24,46.64,218.64,4.00,8.00,,
1246,2026-06-26T22:30:00+00:00,extreme_wet,277.06,5.66,5.8993,0.00,0.00,0.00,52.30,224.30,0.00,0.00,,
1247,2026-06-26T23:00:00+00:00,extreme_wet,277.06,5.15,5.4228,3324.72,2216.48,-1108.24,45.45,221.45,12.00,8.00,,
1248,2026-06-26T23:30:00+00:00,extreme_wet,277.06,5.29,5.7123,1108.24,1108.24,0.00,46.74,222.74,4.00,4.00,,
1249,2026-06-27T00:00:00+00:00,wet,228.42,2.10,2.1979,0.00,0.00,0.00,48.84,224.84,0.00,0.00,,
1250,2026-06-27T00:30:00+00:00,wet,228.42,2.59,2.7764,0.00,0.00,0.00,51.43,227.43,0.00,0.00,,
1251,2026-06-27T01:00:00+00:00,wet,228.42,2.52,2.6721,913.68,0.00,-913.68,49.95,229.95,4.00,0.00,,
1252,2026-06-27T01:30:00+00:00,wet,228.42,2.45,2.5508,913.68,0.00,-913.68,48.40,232.40,4.00,0.00,,
1253,2026-06-27T02:00:00+00:00,wet,228.42,2.18,2.3481,913.68,913.68,0.00,46.58,230.58,4.00,4.00,,
1254,2026-06-27T02:30:00+00:00,wet,228.42,2.27,2.4081,0.00,0.00,0.00,48.85,232.85,0.00,0.00,,
1255,2026-06-27T03:00:00+00:00,wet,228.42,2.26,2.3101,913.68,913.68,0.00,47.11,231.11,4.00,4.00,,
1256,2026-06-27T03:30:00+00:00,wet,228.42,2.18,2.2925,913.68,913.68,0.00,45.29,229.29,4.00,4.00,,
1257,2026-06-27T04:00:00+00:00,wet,257.37,2.10,2.1908,0.00,0.00,0.00,47.39,231.39,0.00,0.00,,
1258,2026-06-27T04:30:00+00:00,wet,257.37,2.38,2.5344,0.00,1029.48,1029.48,49.77,229.77,0.00,4.00,,
1259,2026-06-27T05:00:00+00:00,wet,257.37,2.58,2.7442,1029.48,1029.48,0.00,48.35,228.35,4.00,4.00,,
1260,2026-06-27T05:30:00+00:00,wet,257.37,5.59,5.8282,0.00,1029.48,1029.48,53.94,229.94,0.00,4.00,,
1261,2026-06-27T06:00:00+00:00,wet,257.37,5.07,5.0816,3088.44,1029.48,-2058.96,47.01,231.01,12.00,4.00,,
1262,2026-06-27T06:30:00+00:00,wet,257.37,5.23,5.4062,1029.48,1029.48,0.00,48.24,232.24,4.00,4.00,,
1263,2026-06-27T07:00:00+00:00,wet,257.37,5.43,5.7299,0.00,3088.44,3088.44,53.67,225.67,0.00,12.00,,
1264,2026-06-27T07:30:00+00:00,wet,257.37,5.14,5.2080,0.00,1029.48,1029.48,58.81,226.81,0.00,4.00,,
1265,2026-06-27T08:00:00+00:00,wet,282.66,5.05,5.4577,1130.64,1130.64,0.00,59.86,227.86,4.00,4.00,,
1266,2026-06-27T08:30:00+00:00,wet,282.66,5.11,5.3747,1130.64,1130.64,0.00,60.97,228.97,4.00,4.00,,
1267,2026-06-27T09:00:00+00:00,wet,282.66,5.08,5.1943,4522.56,1130.64,-3391.92,50.05,230.05,16.00,4.00,,
1268,2026-06-27T09:30:00+00:00,wet,282.66,5.57,5.5975,0.00,1130.64,1130.64,55.62,231.62,0.00,4.00,,
1269,2026-06-27T10:00:00+00:00,wet,282.66,5.27,5.6296,0.00,2261.28,2261.28,60.89,228.89,0.00,8.00,,
1270,2026-06-27T10:30:00+00:00,wet,282.66,3.13,3.4209,2261.28,1130.64,-1130.64,56.02,228.02,8.00,4.00,,
1271,2026-06-27T11:00:00+00:00,wet,282.66,3.25,3.3200,2261.28,1130.64,-1130.64,51.27,227.27,8.00,4.00,,
1272,2026-06-27T11:30:00+00:00,wet,282.66,3.22,3.2799,2261.28,1130.64,-1130.64,46.49,226.49,8.00,4.00,,
1273,2026-06-27T12:00:00+00:00,wet,283.90,3.59,3.6693,1135.60,0.00,-1135.60,46.08,230.08,4.00,0.00,,
1274,2026-06-27T12:30:00+00:00,wet,283.90,3.45,3.7216,1135.60,0.00,-1135.60,45.53,233.53,4.00,0.00,,
1275,2026-06-27T13:00:00+00:00,wet,283.90,3.59,3.8094,1135.60,1135.60,0.00,45.12,233.12,4.00,4.00,,
1276,2026-06-27T13:30:00+00:00,wet,283.90,3.59,3.6597,0.00,1135.60,1135.60,48.71,232.71,0.00,4.00,,
1277,2026-06-27T14:00:00+00:00,wet,283.90,3.50,3.8421,1135.60,1135.60,0.00,48.21,232.21,4.00,4.00,,
1278,2026-06-27T14:30:00+00:00,wet,283.90,3.57,3.8356,1135.60,1135.60,0.00,47.78,231.78,4.00,4.00,,
1279,2026-06-27T15:00:00+00:00,wet,283.90,3.56,3.6410,1135.60,1135.60,0.00,47.34,231.34,4.00,4.00,,
1280,2026-06-27T15:30:00+00:00,wet,283.90,3.43,3.6615,1135.60,1135.60,0.00,46.77,230.77,4.00,4.00,,
1281,2026-06-27T16:00:00+00:00,wet,302.47,5.77,6.2782,1209.88,1209.88,0.00,48.54,232.54,4.00,4.00,,
1282,2026-06-27T16:30:00+00:00,wet,302.47,5.54,5.5450,1209.88,2419.76,1209.88,50.08,230.08,4.00,8.00,,
1283,2026-06-27T17:00:00+00:00,wet,302.47,5.56,5.6335,2419.76,2419.76,0.00,47.64,227.64,8.00,8.00,,
1284,2026-06-27T17:30:00+00:00,wet,302.47,5.62,5.6386,1209.88,1209.88,0.00,49.26,229.26,4.00,4.00,,
1285,2026-06-27T18:00:00+00:00,wet,302.47,5.95,6.4835,2419.76,2419.76,0.00,47.21,227.21,8.00,8.00,,
1286,2026-06-27T18:30:00+00:00,wet,302.47,5.68,6.0834,1209.88,1209.88,0.00,48.89,228.89,4.00,4.00,,
1287,2026-06-27T19:00:00+00:00,wet,302.47,5.67,5.7868,2419.76,2419.76,0.00,46.56,226.56,8.00,8.00,,
1288,2026-06-27T19:30:00+00:00,wet,302.47,5.72,5.9979,1209.88,1209.88,0.00,48.28,228.28,4.00,4.00,,
1289,2026-06-27T20:00:00+00:00,wet,277.06,5.93,6.0525,0.00,1108.24,1108.24,54.21,230.21,0.00,4.00,,
1290,2026-06-27T20:30:00+00:00,wet,277.06,5.89,6.0951,3324.72,2216.48,-1108.24,48.10,228.10,12.00,8.00,,
1291,2026-06-27T21:00:00+00:00,wet,277.06,5.45,5.7918,1108.24,2216.48,1108.24,49.55,225.55,4.00,8.00,,
1292,2026-06-27T21:30:00+00:00,wet,277.06,2.79,2.9841,1108.24,0.00,-1108.24,48.34,228.34,4.00,0.00,,
1293,2026-06-27T22:00:00+00:00,wet,277.06,2.56,2.6134,1108.24,1108.24,0.00,46.90,226.90,4.00,4.00,,
1294,2026-06-27T22:30:00+00:00,wet,277.06,2.31,2.4949,0.00,0.00,0.00,49.21,229.21,0.00,0.00,,
1295,2026-06-27T23:00:00+00:00,wet,277.06,2.21,2.4021,1108.24,1108.24,0.00,47.42,227.42,4.00,4.00,,
1296,2026-06-27T23:30:00+00:00,wet,277.06,2.58,2.7506,1108.24,0.00,-1108.24,46.00,230.00,4.00,0.00,,
1297,2026-06-28T00:00:00+00:00,dry,228.42,0.39,0.4153,0.00,0.00,0.00,46.39,230.39,0.00,0.00,,
1298,2026-06-28T00:30:00+00:00,dry,228.42,0.17,0.1800,0.00,0.00,0.00,46.56,230.56,0.00,0.00,,
1299,2026-06-28T01:00:00+00:00,dry,228.42,0.45,0.4695,0.00,0.00,0.00,47.01,231.01,0.00,0.00,,
1300,2026-06-28T01:30:00+00:00,dry,228.42,0.47,0.4704,0.00,0.00,0.00,47.48,231.48,0.00,0.00,,
1301,2026-06-28T02:00:00+00:00,dry,228.42,0.44,0.4747,0.00,0.00,0.00,47.92,231.92,0.00,0.00,,
1302,2026-06-28T02:30:00+00:00,dry,228.42,0.41,0.4298,0.00,0.00,0.00,48.33,232.33,0.00,0.00,,
1303,2026-06-28T03:00:00+00:00,dry,228.42,0.21,0.2235,0.00,0.00,0.00,48.54,232.54,0.00,0.00,,
1304,2026-06-28T03:30:00+00:00,dry,228.42,0.17,0.1702,0.00,913.68,913.68,48.71,228.71,0.00,4.00,,
1305,2026-06-28T04:00:00+00:00,dry,257.37,0.22,0.2325,0.00,0.00,0.00,48.93,228.93,0.00,0.00,,
1306,2026-06-28T04:30:00+00:00,dry,257.37,0.38,0.4107,1029.48,0.00,-1029.48,45.31,229.31,4.00,0.00,,
1307,2026-06-28T05:00:00+00:00,dry,257.37,0.30,0.3039,0.00,0.00,0.00,45.61,229.61,0.00,0.00,,
1308,2026-06-28T05:30:00+00:00,dry,257.37,1.73,1.8022,0.00,0.00,0.00,47.34,231.34,0.00,0.00,,
1309,2026-06-28T06:00:00+00:00,dry,257.37,1.85,1.9690,1029.48,0.00,-1029.48,45.19,233.19,4.00,0.00,,
1310,2026-06-28T06:30:00+00:00,dry,257.37,1.58,1.5871,0.00,1029.48,1029.48,46.77,230.77,0.00,4.00,,
1311,2026-06-28T07:00:00+00:00,dry,257.37,1.56,1.6175,0.00,0.00,0.00,48.33,232.33,0.00,0.00,,
1312,2026-06-28T07:30:00+00:00,dry,257.37,1.74,1.8596,1029.48,1029.48,0.00,46.07,230.07,4.00,4.00,,
1313,2026-06-28T08:00:00+00:00,dry,282.66,1.56,1.5878,0.00,0.00,0.00,47.63,231.63,0.00,0.00,,
1314,2026-06-28T08:30:00+00:00,dry,282.66,1.85,2.0001,0.00,0.00,0.00,49.48,233.48,0.00,0.00,,
1315,2026-06-28T09:00:00+00:00,dry,282.66,1.76,1.8660,1130.64,1130.64,0.00,47.24,231.24,4.00,4.00,,
1316,2026-06-28T09:30:00+00:00,dry,282.66,1.68,1.7002,0.00,0.00,0.00,48.92,232.92,0.00,0.00,,
1317,2026-06-28T10:00:00+00:00,dry,282.66,1.65,1.6522,1130.64,1130.64,0.00,46.57,230.57,4.00,4.00,,
1318,2026-06-28T10:30:00+00:00,dry,282.66,0.91,0.9538,0.00,0.00,0.00,47.48,231.48,0.00,0.00,,
1319,2026-06-28T11:00:00+00:00,dry,282.66,0.75,0.7569,0.00,0.00,0.00,48.23,232.23,0.00,0.00,,
1320,2026-06-28T11:30:00+00:00,dry,282.66,0.89,0.9702,1130.64,1130.64,0.00,45.12,229.12,4.00,4.00,,
1321,2026-06-28T12:00:00+00:00,dry,283.90,0.75,0.7573,0.00,0.00,0.00,45.87,229.87,0.00,0.00,,
1322,2026-06-28T12:30:00+00:00,dry,283.90,0.64,0.6984,0.00,0.00,0.00,46.51,230.51,0.00,0.00,,
1323,2026-06-28T13:00:00+00:00,dry,283.90,0.74,0.7730,0.00,0.00,0.00,47.25,231.25,0.00,0.00,,
1324,2026-06-28T13:30:00+00:00,dry,283.90,0.94,0.9435,0.00,0.00,0.00,48.19,232.19,0.00,0.00,,
1325,2026-06-28T14:00:00+00:00,dry,283.90,0.66,0.7165,0.00,0.00,0.00,48.85,232.85,0.00,0.00,,
1326,2026-06-28T14:30:00+00:00,dry,283.90,0.78,0.8454,0.00,0.00,0.00,49.63,233.63,0.00,0.00,,
1327,2026-06-28T15:00:00+00:00,dry,283.90,0.63,0.6432,1135.60,0.00,-1135.60,46.26,234.26,4.00,0.00,,
1328,2026-06-28T15:30:00+00:00,dry,283.90,0.87,0.9474,0.00,2271.20,2271.20,47.13,227.13,0.00,8.00,,
1329,2026-06-28T16:00:00+00:00,dry,302.47,2.04,2.0860,1209.88,0.00,-1209.88,45.17,229.17,4.00,0.00,,
1330,2026-06-28T16:30:00+00:00,dry,302.47,2.03,2.1457,0.00,0.00,0.00,47.20,231.20,0.00,0.00,,
1331,2026-06-28T17:00:00+00:00,dry,302.47,1.72,1.8172,0.00,0.00,0.00,48.92,232.92,0.00,0.00,,
1332,2026-06-28T17:30:00+00:00,dry,302.47,1.84,1.9684,1209.88,1209.88,0.00,46.76,230.76,4.00,4.00,,
1333,2026-06-28T18:00:00+00:00,dry,302.47,1.80,1.9497,0.00,0.00,0.00,48.56,232.56,0.00,0.00,,
1334,2026-06-28T18:30:00+00:00,dry,302.47,1.79,1.8980,1209.88,1209.88,0.00,46.35,230.35,4.00,4.00,,
1335,2026-06-28T19:00:00+00:00,dry,302.47,1.69,1.8333,0.00,0.00,0.00,48.04,232.04,0.00,0.00,,
1336,2026-06-28T19:30:00+00:00,dry,302.47,1.99,2.0736,0.00,1209.88,1209.88,50.03,230.03,0.00,4.00,,
1337,2026-06-28T20:00:00+00:00,dry,277.06,1.88,1.9156,1108.24,0.00,-1108.24,47.91,231.91,4.00,0.00,,
1338,2026-06-28T20:30:00+00:00,dry,277.06,1.81,1.8931,1108.24,1108.24,0.00,45.72,229.72,4.00,4.00,,
1339,2026-06-28T21:00:00+00:00,dry,277.06,1.85,1.9409,0.00,0.00,0.00,47.57,231.57,0.00,0.00,,
1340,2026-06-28T21:30:00+00:00,dry,277.06,0.39,0.3986,0.00,0.00,0.00,47.96,231.96,0.00,0.00,,
1341,2026-06-28T22:00:00+00:00,dry,277.06,0.55,0.5621,0.00,0.00,0.00,48.51,232.51,0.00,0.00,,
1342,2026-06-28T22:30:00+00:00,dry,277.06,0.33,0.3595,0.00,0.00,0.00,48.84,232.84,0.00,0.00,,
1343,2026-06-28T23:00:00+00:00,dry,277.06,0.58,0.5918,0.00,0.00,0.00,49.42,233.42,0.00,0.00,,
1344,2026-06-28T23:30:00+00:00,dry,277.06,0.28,0.2956,1108.24,1108.24,0.00,45.70,229.70,4.00,4.00,,
1345,2026-06-29T00:00:00+00:00,severe_wet_afternoon,228.42,2.03,2.1760,0.00,0.00,0.00,47.73,231.73,0.00,0.00,,
1346,2026-06-29T00:30:00+00:00,severe_wet_afternoon,228.42,2.51,2.6041,913.68,0.00,-913.68,46.24,234.24,4.00,0.00,,
1347,2026-06-29T01:00:00+00:00,severe_wet_afternoon,228.42,2.12,2.2371,0.00,913.68,913.68,48.36,232.36,0.00,4.00,,
1348,2026-06-29T01:30:00+00:00,severe_wet_afternoon,228.42,2.05,2.2032,913.68,0.00,-913.68,46.41,234.41,4.00,0.00,,
1349,2026-06-29T02:00:00+00:00,severe_wet_afternoon,228.42,2.50,2.6381,0.00,913.68,913.68,48.91,232.91,0.00,4.00,,
1350,2026-06-29T02:30:00+00:00,severe_wet_afternoon,228.42,2.04,2.0968,913.68,913.68,0.00,46.95,230.95,4.00,4.00,,
1351,2026-06-29T03:00:00+00:00,severe_wet_afternoon,228.42,2.32,2.3884,913.68,0.00,-913.68,45.27,233.27,4.00,0.00,,
1352,2026-06-29T03:30:00+00:00,severe_wet_afternoon,228.42,2.21,2.2177,0.00,913.68,913.68,47.48,231.48,0.00,4.00,,
1353,2026-06-29T04:00:00+00:00,severe_wet_afternoon,257.37,2.50,2.7079,0.00,0.00,0.00,49.98,233.98,0.00,0.00,,
1354,2026-06-29T04:30:00+00:00,severe_wet_afternoon,257.37,2.01,2.1122,0.00,1029.48,1029.48,51.99,231.99,0.00,4.00,,
1355,2026-06-29T05:00:00+00:00,severe_wet_afternoon,257.37,2.54,2.5862,2058.96,1029.48,-1029.48,46.53,230.53,8.00,4.00,,
1356,2026-06-29T05:30:00+00:00,severe_wet_afternoon,257.37,4.67,4.9307,1029.48,1029.48,0.00,47.20,231.20,4.00,4.00,,
1357,2026-06-29T06:00:00+00:00,severe_wet_afternoon,257.37,4.63,4.8705,1029.48,1029.48,0.00,47.83,231.83,4.00,4.00,,
1358,2026-06-29T06:30:00+00:00,severe_wet_afternoon,257.37,4.71,4.9275,0.00,1029.48,1029.48,52.54,232.54,0.00,4.00,,
1359,2026-06-29T07:00:00+00:00,severe_wet_afternoon,257.37,4.89,4.9361,2058.96,2058.96,0.00,49.43,229.43,8.00,8.00,,
1360,2026-06-29T07:30:00+00:00,severe_wet_afternoon,257.37,4.87,5.2282,2058.96,2058.96,0.00,46.30,226.30,8.00,8.00,,
1361,2026-06-29T08:00:00+00:00,severe_wet_afternoon,282.66,4.64,4.6987,1130.64,0.00,-1130.64,46.94,230.94,4.00,0.00,,
1362,2026-06-29T08:30:00+00:00,severe_wet_afternoon,282.66,4.49,4.5023,1130.64,1130.64,0.00,47.43,231.43,4.00,4.00,,
1363,2026-06-29T09:00:00+00:00,severe_wet_afternoon,282.66,4.63,4.7805,1130.64,1130.64,0.00,48.06,232.06,4.00,4.00,,
1364,2026-06-29T09:30:00+00:00,severe_wet_afternoon,282.66,4.57,4.5703,1130.64,2261.28,1130.64,48.63,228.63,4.00,8.00,,
1365,2026-06-29T10:00:00+00:00,severe_wet_afternoon,282.66,4.63,4.6578,2261.28,1130.64,-1130.64,45.26,229.26,8.00,4.00,,
1366,2026-06-29T10:30:00+00:00,severe_wet_afternoon,282.66,3.30,3.5885,0.00,1130.64,1130.64,48.56,228.56,0.00,4.00,,
1367,2026-06-29T11:00:00+00:00,severe_wet_afternoon,282.66,3.27,3.5507,0.00,1130.64,1130.64,51.83,227.83,0.00,4.00,,
1368,2026-06-29T11:30:00+00:00,severe_wet_afternoon,282.66,9.16,9.5256,3391.92,2261.28,-1130.64,48.99,228.99,12.00,8.00,,
1369,2026-06-29T12:00:00+00:00,severe_wet_afternoon,283.90,8.92,9.4722,2271.20,1135.60,-1135.60,49.91,233.91,8.00,4.00,,
1370,2026-06-29T12:30:00+00:00,severe_wet_afternoon,283.90,8.90,9.3643,2271.20,3406.80,1135.60,50.81,230.81,8.00,12.00,,
1371,2026-06-29T13:00:00+00:00,severe_wet_afternoon,283.90,8.50,9.2621,0.00,2271.20,2271.20,59.31,231.31,0.00,8.00,,
1372,2026-06-29T13:30:00+00:00,severe_wet_afternoon,283.90,8.68,9.0596,3406.80,2271.20,-1135.60,55.99,231.99,12.00,8.00,,
1373,2026-06-29T14:00:00+00:00,severe_wet_afternoon,283.90,8.67,9.4741,3406.80,3406.80,0.00,52.66,228.66,12.00,12.00,,
1374,2026-06-29T14:30:00+00:00,severe_wet_afternoon,283.90,8.99,9.5508,4542.40,2271.20,-2271.20,45.65,229.65,16.00,8.00,,
1375,2026-06-29T15:00:00+00:00,severe_wet_afternoon,283.90,8.67,9.3301,0.00,2271.20,2271.20,54.32,230.32,0.00,8.00,,
1376,2026-06-29T15:30:00+00:00,severe_wet_afternoon,283.90,9.01,9.8611,2271.20,3406.80,1135.60,55.33,227.33,8.00,12.00,,
1377,2026-06-29T16:00:00+00:00,severe_wet_afternoon,302.47,12.12,12.3151,3629.64,3629.64,0.00,55.45,227.45,12.00,12.00,,
1378,2026-06-29T16:30:00+00:00,severe_wet_afternoon,302.47,12.79,12.9244,6049.40,3629.64,-2419.76,48.24,228.24,20.00,12.00,,
